order_id,order_date,supplier_reliability_score,warehouse_inventory_level,order_quantity,shipping_distance_km,shipping_method,weather_condition,processing_time_hours,order_priority,delayed
1402,2023-02-28 09:00:00,0.64,1470,267,802.0,Air,Rain,10.3,Medium,0
1403,2023-02-28 10:00:00,0.85,3259,123,944.5,Air,Clear,1.4,Low,0
1404,2023-02-28 11:00:00,0.84,1995,204,681.6,Road,Rain,62.9,High,0
1405,2023-02-28 12:00:00,0.61,2024,339,1132.6,Air,Fog,1.6,Low,0
1406,2023-02-28 13:00:00,0.94,2148,376,1206.5,Sea,Rain,22.7,Low,0
1407,2023-02-28 14:00:00,0.78,982,387,1293.9,Road,Storm,29.4,Low,0
1408,2023-02-28 15:00:00,0.82,2028,307,1956.9,Rail,Storm,67.4,High,0
1409,2023-02-28 16:00:00,0.63,3606,383,1831.5,Road,Clear,70.0,Low,1
1410,2023-02-28 17:00:00,0.94,2288,11,1790.5,Rail,Fog,68.4,Low,0
1411,2023-02-28 18:00:00,0.63,959,215,482.9,Road,Clear,58.1,High,1
1412,2023-02-28 19:00:00,0.68,4014,298,1121.8,Road,Fog,52.5,Medium,0
1413,2023-02-28 20:00:00,0.79,4254,18,446.5,Sea,Rain,71.5,High,0
1414,2023-02-28 21:00:00,0.8,1738,482,1150.4,Sea,Rain,27.7,Medium,0
1415,2023-02-28 22:00:00,0.81,3727,70,256.9,Road,Rain,7.1,High,0
1416,2023-02-28 23:00:00,0.97,3494,301,1082.6,Air,Fog,28.5,High,0
1417,2023-03-01 00:00:00,0.61,4319,393,1498.9,Rail,Fog,1.6,Low,0
1418,2023-03-01 01:00:00,0.87,4195,60,1529.8,Rail,Storm,25.4,Medium,0
1419,2023-03-01 02:00:00,0.77,4465,73,163.0,Air,Fog,30.2,Medium,1
1420,2023-03-01 03:00:00,0.92,570,260,988.1,Air,Clear,22.7,High,0
1421,2023-03-01 04:00:00,0.87,4949,136,672.5,Air,Rain,43.6,Medium,0
1422,2023-03-01 05:00:00,0.93,4978,135,139.1,Rail,Fog,36.1,Medium,1
1423,2023-03-01 06:00:00,0.95,1714,171,828.2,Rail,Rain,46.3,High,0
1424,2023-03-01 07:00:00,0.91,916,481,1868.2,Air,Clear,28.3,Low,0
1425,2023-03-01 08:00:00,0.65,4226,218,148.3,Road,Fog,60.2,Low,0
1426,2023-03-01 09:00:00,0.81,4085,296,447.2,Air,Clear,30.6,Low,0
1427,2023-03-01 10:00:00,0.91,3987,196,1218.5,Road,Fog,3.5,Low,1
1428,2023-03-01 11:00:00,0.91,4883,440,1035.8,Air,Fog,15.8,High,0
1429,2023-03-01 12:00:00,0.97,4445,107,605.4,Road,Fog,38.5,Low,1
1430,2023-03-01 13:00:00,0.77,1785,217,1167.7,Sea,Rain,48.8,High,1
1431,2023-03-01 14:00:00,0.6,1835,3,1531.4,Sea,Clear,45.9,Low,1
1432,2023-03-01 15:00:00,0.89,187,226,1072.5,Sea,Clear,32.8,Low,1
1433,2023-03-01 16:00:00,0.71,707,463,984.4,Rail,Rain,63.5,High,1
1434,2023-03-01 17:00:00,0.86,4734,270,957.5,Sea,Rain,18.5,High,1
1435,2023-03-01 18:00:00,0.62,2416,99,230.1,Road,Rain,30.1,Medium,0
1436,2023-03-01 19:00:00,0.74,4228,440,438.4,Air,Rain,17.6,Medium,1
1437,2023-03-01 20:00:00,0.85,3262,244,1369.8,Sea,Fog,55.7,Low,0
1438,2023-03-01 21:00:00,0.65,1802,488,328.1,Rail,Rain,47.7,Low,0
1439,2023-03-01 22:00:00,0.73,1589,252,364.1,Air,Fog,31.1,Medium,1
1440,2023-03-01 23:00:00,0.66,2261,236,729.9,Road,Rain,20.1,High,1
1441,2023-03-02 00:00:00,0.96,3108,257,1681.5,Rail,Storm,51.1,Medium,0
1442,2023-03-02 01:00:00,0.91,3440,72,1511.6,Air,Rain,68.6,High,0
1443,2023-03-02 02:00:00,0.86,2972,221,860.8,Sea,Fog,63.3,Medium,0
1444,2023-03-02 03:00:00,0.81,4262,35,1732.6,Sea,Rain,21.1,High,1
1445,2023-03-02 04:00:00,0.99,3922,471,1697.8,Sea,Clear,10.3,Low,0
1446,2023-03-02 05:00:00,0.7,3326,136,1620.4,Air,Storm,2.0,High,0
1447,2023-03-02 06:00:00,0.88,1450,409,1196.9,Sea,Storm,25.0,High,0
1448,2023-03-02 07:00:00,0.63,2107,433,390.5,Rail,Rain,65.4,High,0
1449,2023-03-02 08:00:00,0.85,3136,243,1254.6,Road,Fog,66.3,Medium,0
1450,2023-03-02 09:00:00,0.68,4888,460,119.8,Sea,Clear,63.7,High,1
1451,2023-03-02 10:00:00,0.6,975,213,1475.9,Sea,Storm,12.3,High,0
1452,2023-03-02 11:00:00,0.96,75,373,410.8,Sea,Clear,23.5,High,1
1453,2023-03-02 12:00:00,0.71,4807,417,731.1,Air,Rain,8.5,Medium,0
1454,2023-03-02 13:00:00,1.0,823,390,1841.0,Road,Rain,66.7,High,0
1455,2023-03-02 14:00:00,0.87,410,196,822.4,Road,Fog,50.5,High,0
1456,2023-03-02 15:00:00,0.87,3809,445,1103.7,Rail,Rain,41.6,Low,0
1457,2023-03-02 16:00:00,0.87,4094,467,133.0,Road,Clear,48.7,Medium,0
1458,2023-03-02 17:00:00,1.0,2953,450,451.5,Road,Fog,8.6,High,0
1459,2023-03-02 18:00:00,0.69,2404,366,1925.8,Road,Rain,6.7,Low,0
1460,2023-03-02 19:00:00,1.0,4578,292,1574.9,Road,Storm,49.2,High,1
1461,2023-03-02 20:00:00,0.73,4271,275,1664.1,Sea,Rain,10.4,Low,0
1462,2023-03-02 21:00:00,0.64,3675,167,155.9,Sea,Storm,20.1,Low,0
1463,2023-03-02 22:00:00,0.97,4044,270,1858.2,Sea,Storm,32.4,Low,0
1464,2023-03-02 23:00:00,0.64,3086,288,1988.6,Road,Clear,49.4,Low,1
1465,2023-03-03 00:00:00,0.79,822,411,829.2,Rail,Clear,50.4,Medium,0
1466,2023-03-03 01:00:00,0.93,4401,329,514.4,Air,Fog,18.0,Medium,0
1467,2023-03-03 02:00:00,0.71,2798,72,394.4,Sea,Rain,62.5,High,1
1468,2023-03-03 03:00:00,0.89,4855,211,1090.1,Air,Clear,33.2,Low,1
1469,2023-03-03 04:00:00,0.86,1894,271,1292.6,Air,Clear,29.8,Low,1
1470,2023-03-03 05:00:00,0.88,3514,118,1575.1,Sea,Storm,17.9,High,0
1471,2023-03-03 06:00:00,0.66,3665,76,842.2,Road,Clear,24.5,Low,1
1472,2023-03-03 07:00:00,0.88,1262,151,1869.8,Rail,Rain,38.2,Medium,0
1473,2023-03-03 08:00:00,0.94,868,382,649.8,Sea,Storm,16.0,Low,0
1474,2023-03-03 09:00:00,0.66,699,148,696.2,Sea,Clear,45.1,High,1
1475,2023-03-03 10:00:00,0.98,310,172,1468.6,Rail,Rain,31.7,Medium,0
1476,2023-03-03 11:00:00,0.98,1865,396,363.4,Road,Clear,48.9,Medium,0
1477,2023-03-03 12:00:00,0.73,3619,328,924.3,Road,Clear,70.4,Low,0
1478,2023-03-03 13:00:00,0.98,1360,73,795.6,Rail,Clear,61.7,Low,0
1479,2023-03-03 14:00:00,0.98,785,390,1058.8,Road,Storm,45.5,Low,0
1480,2023-03-03 15:00:00,0.65,542,30,1313.6,Air,Storm,70.8,Medium,0
1481,2023-03-03 16:00:00,0.9,4131,471,455.9,Rail,Fog,8.6,Medium,0
1482,2023-03-03 17:00:00,0.98,2777,382,932.6,Road,Fog,7.1,High,1
1483,2023-03-03 18:00:00,0.93,4466,296,743.6,Sea,Clear,49.1,Medium,0
1484,2023-03-03 19:00:00,0.65,875,321,1095.6,Rail,Fog,43.0,Low,0
1485,2023-03-03 20:00:00,0.76,4537,280,487.2,Rail,Fog,19.0,Low,1
1486,2023-03-03 21:00:00,0.83,4684,227,1842.3,Road,Rain,66.9,High,0
1487,2023-03-03 22:00:00,0.75,1539,240,1582.4,Road,Clear,17.6,Medium,0
1488,2023-03-03 23:00:00,0.75,123,358,1544.2,Road,Storm,50.8,Medium,0
1489,2023-03-04 00:00:00,0.64,2268,198,1454.6,Rail,Rain,43.9,High,0
1490,2023-03-04 01:00:00,0.6,3454,98,652.6,Sea,Storm,6.7,Low,0
1491,2023-03-04 02:00:00,0.72,2882,11,202.5,Rail,Storm,54.2,Medium,1
1492,2023-03-04 03:00:00,0.77,2100,32,337.3,Air,Rain,52.1,Medium,0
1493,2023-03-04 04:00:00,0.83,416,368,291.0,Rail,Clear,16.7,High,1
1494,2023-03-04 05:00:00,0.98,1392,223,476.5,Road,Fog,15.2,Medium,0
1495,2023-03-04 06:00:00,0.64,842,303,1650.3,Air,Clear,35.8,Low,0
1496,2023-03-04 07:00:00,0.74,75,112,1890.2,Air,Rain,23.4,High,0
1497,2023-03-04 08:00:00,0.95,4991,159,1962.8,Rail,Storm,46.8,Medium,1
1498,2023-03-04 09:00:00,0.93,4659,414,14.9,Road,Storm,2.6,Low,0
1499,2023-03-04 10:00:00,0.64,3869,347,1947.7,Road,Rain,6.7,Low,0
1500,2023-03-04 11:00:00,0.87,3716,413,1187.0,Air,Fog,7.0,High,0
1501,2023-03-04 12:00:00,0.64,1669,418,73.5,Sea,Fog,20.5,High,0
1502,2023-03-04 13:00:00,0.98,1108,218,1817.1,Road,Clear,41.8,Medium,1
1503,2023-03-04 14:00:00,0.7,3687,357,1828.0,Road,Storm,70.9,High,0
1504,2023-03-04 15:00:00,0.84,2862,365,1661.5,Rail,Storm,10.5,Medium,0
1505,2023-03-04 16:00:00,0.79,3231,105,145.9,Sea,Fog,55.4,Medium,0
1506,2023-03-04 17:00:00,0.8,2272,316,1850.0,Rail,Rain,9.8,Medium,0
1507,2023-03-04 18:00:00,0.69,2932,42,1357.7,Road,Fog,57.2,High,0
1508,2023-03-04 19:00:00,0.74,1602,451,1698.1,Sea,Clear,12.9,High,1
1509,2023-03-04 20:00:00,0.71,1851,364,1262.8,Rail,Clear,8.7,High,1
1510,2023-03-04 21:00:00,0.85,339,91,181.7,Sea,Clear,6.1,Medium,1
1511,2023-03-04 22:00:00,0.77,3022,7,1274.8,Sea,Rain,42.2,Medium,0
1512,2023-03-04 23:00:00,0.84,4462,478,852.1,Air,Fog,28.7,Medium,0
1513,2023-03-05 00:00:00,0.81,1598,158,912.5,Rail,Clear,17.8,Medium,0
1514,2023-03-05 01:00:00,0.87,127,115,669.9,Sea,Storm,57.0,Low,0
1515,2023-03-05 02:00:00,0.99,2944,8,1382.2,Rail,Storm,30.1,High,0
1516,2023-03-05 03:00:00,0.81,2472,101,1113.9,Rail,Storm,26.1,Medium,1
1517,2023-03-05 04:00:00,0.82,2544,293,690.9,Air,Clear,42.5,Low,0
1518,2023-03-05 05:00:00,0.85,633,204,43.4,Rail,Storm,62.8,High,1
1519,2023-03-05 06:00:00,0.82,1032,236,1250.2,Rail,Fog,15.9,Medium,1
1520,2023-03-05 07:00:00,0.76,1936,138,517.4,Rail,Clear,50.4,High,0
1521,2023-03-05 08:00:00,0.7,1432,22,1910.6,Air,Clear,36.8,Medium,0
1522,2023-03-05 09:00:00,0.81,248,250,1054.4,Sea,Storm,33.8,High,0
1523,2023-03-05 10:00:00,0.7,1142,140,439.9,Road,Rain,63.5,High,1
1524,2023-03-05 11:00:00,0.86,4511,29,1581.7,Road,Storm,38.4,Low,1
1525,2023-03-05 12:00:00,0.95,1353,301,1304.8,Rail,Clear,18.8,High,1
1526,2023-03-05 13:00:00,0.92,796,136,554.7,Road,Rain,3.6,Low,1
1527,2023-03-05 14:00:00,0.91,1358,80,1616.8,Sea,Fog,49.7,Medium,0
1528,2023-03-05 15:00:00,0.69,1559,66,1329.2,Road,Rain,20.3,Low,0
1529,2023-03-05 16:00:00,0.61,4482,376,1540.0,Rail,Storm,41.9,Low,0
1530,2023-03-05 17:00:00,0.68,2194,438,1512.9,Sea,Fog,26.9,Medium,1
1531,2023-03-05 18:00:00,0.83,288,236,912.0,Rail,Storm,19.6,Medium,0
1532,2023-03-05 19:00:00,0.65,266,473,903.0,Road,Fog,9.9,Medium,0
1533,2023-03-05 20:00:00,0.64,4713,347,1698.6,Air,Storm,28.9,High,1
1534,2023-03-05 21:00:00,1.0,4804,307,204.6,Air,Storm,46.7,Medium,1
1535,2023-03-05 22:00:00,0.74,3988,219,1521.5,Air,Fog,71.1,Low,0
1536,2023-03-05 23:00:00,0.63,2223,171,1197.7,Air,Rain,36.0,High,0
1537,2023-03-06 00:00:00,0.8,582,418,1583.1,Air,Rain,64.8,Low,0
1538,2023-03-06 01:00:00,0.88,2186,425,1345.8,Rail,Fog,27.1,Medium,1
1539,2023-03-06 02:00:00,0.78,2665,214,856.1,Rail,Storm,53.5,High,0
1540,2023-03-06 03:00:00,0.65,2306,60,812.9,Road,Rain,23.9,Low,0
1541,2023-03-06 04:00:00,0.81,264,299,1936.2,Air,Storm,28.6,High,1
1542,2023-03-06 05:00:00,0.63,824,64,683.7,Air,Storm,45.9,High,0
1543,2023-03-06 06:00:00,0.89,2700,156,11.7,Sea,Storm,45.5,High,0
1544,2023-03-06 07:00:00,0.98,3174,257,458.0,Sea,Clear,58.9,High,1
1545,2023-03-06 08:00:00,0.62,365,83,633.8,Air,Storm,33.4,Medium,1
1546,2023-03-06 09:00:00,0.83,805,335,793.8,Sea,Rain,11.3,Medium,0
1547,2023-03-06 10:00:00,0.93,3076,452,1888.9,Air,Rain,40.6,Low,0
1548,2023-03-06 11:00:00,0.86,3187,271,719.7,Air,Rain,24.3,Medium,1
1549,2023-03-06 12:00:00,0.66,3258,76,1090.7,Road,Fog,35.6,Low,0
1550,2023-03-06 13:00:00,0.63,319,189,114.8,Road,Rain,34.1,Low,0
1551,2023-03-06 14:00:00,0.78,3693,82,973.1,Sea,Clear,51.0,Medium,1
1552,2023-03-06 15:00:00,0.62,1155,109,1299.7,Road,Storm,4.2,High,0
1553,2023-03-06 16:00:00,0.93,3024,369,1537.2,Road,Rain,29.7,High,0
1554,2023-03-06 17:00:00,0.81,3290,107,1051.4,Rail,Clear,25.4,Low,1
1555,2023-03-06 18:00:00,0.73,2814,469,297.2,Sea,Storm,51.7,High,0
1556,2023-03-06 19:00:00,0.91,958,11,750.2,Sea,Fog,68.4,High,0
1557,2023-03-06 20:00:00,0.69,3035,260,1958.5,Road,Clear,44.5,Low,0
1558,2023-03-06 21:00:00,0.81,2555,298,987.1,Rail,Rain,34.5,Low,0
1559,2023-03-06 22:00:00,0.8,3638,243,1997.7,Sea,Rain,56.7,Low,0
1560,2023-03-06 23:00:00,0.64,373,110,275.9,Rail,Storm,71.8,Medium,1
1561,2023-03-07 00:00:00,0.92,2212,119,1195.8,Rail,Fog,70.3,Low,0
1562,2023-03-07 01:00:00,0.88,975,273,1822.8,Air,Clear,10.4,Low,0
1563,2023-03-07 02:00:00,0.68,1884,8,515.9,Rail,Clear,1.3,Low,0
1564,2023-03-07 03:00:00,0.77,2800,100,1891.9,Rail,Fog,41.3,Low,0
1565,2023-03-07 04:00:00,0.72,1635,63,872.6,Rail,Rain,32.4,Medium,0
1566,2023-03-07 05:00:00,0.97,2262,122,1642.8,Rail,Rain,36.7,High,0
1567,2023-03-07 06:00:00,0.87,772,21,538.9,Air,Storm,54.1,High,0
1568,2023-03-07 07:00:00,0.98,3580,416,1820.1,Rail,Clear,7.5,High,0
1569,2023-03-07 08:00:00,0.91,2647,5,1552.6,Road,Fog,10.6,High,1
1570,2023-03-07 09:00:00,0.92,4245,105,344.7,Road,Clear,51.3,High,0
1571,2023-03-07 10:00:00,0.72,4507,215,935.9,Road,Fog,70.8,Medium,1
1572,2023-03-07 11:00:00,0.94,1749,330,1126.8,Air,Fog,48.3,Low,0
1573,2023-03-07 12:00:00,0.73,3727,190,457.3,Rail,Clear,4.9,High,0
1574,2023-03-07 13:00:00,0.93,4023,277,1057.5,Air,Storm,13.7,Low,0
1575,2023-03-07 14:00:00,0.88,2546,463,200.2,Air,Storm,70.7,Low,0
1576,2023-03-07 15:00:00,0.8,795,78,1595.8,Sea,Clear,70.9,Low,0
1577,2023-03-07 16:00:00,0.67,917,173,656.4,Road,Storm,3.4,High,0
1578,2023-03-07 17:00:00,0.84,4219,324,109.3,Air,Storm,2.9,High,1
1579,2023-03-07 18:00:00,0.85,2008,196,1315.4,Rail,Rain,26.5,Medium,0
1580,2023-03-07 19:00:00,0.87,2393,433,236.7,Rail,Clear,45.3,Low,0
1581,2023-03-07 20:00:00,0.63,1212,461,1839.7,Air,Fog,61.7,High,0
1582,2023-03-07 21:00:00,0.7,2744,466,1680.3,Road,Fog,23.0,Low,0
1583,2023-03-07 22:00:00,0.82,2434,325,777.6,Road,Clear,69.2,Medium,0
1584,2023-03-07 23:00:00,0.94,217,324,1621.1,Sea,Storm,48.2,Medium,1
1585,2023-03-08 00:00:00,0.69,4423,145,1845.9,Air,Clear,12.4,High,0
1586,2023-03-08 01:00:00,0.96,2654,370,1914.5,Sea,Fog,35.6,Low,0
1587,2023-03-08 02:00:00,0.99,1430,109,650.7,Air,Rain,36.2,High,1
1588,2023-03-08 03:00:00,0.64,4111,136,341.5,Air,Rain,13.0,Medium,1
1589,2023-03-08 04:00:00,0.89,2239,408,19.9,Road,Rain,13.3,Low,1
1590,2023-03-08 05:00:00,0.76,540,376,772.8,Road,Clear,66.3,High,0
1591,2023-03-08 06:00:00,0.66,378,271,262.5,Rail,Clear,5.9,Medium,0
1592,2023-03-08 07:00:00,0.69,2542,308,1168.1,Rail,Clear,27.1,Low,0
1593,2023-03-08 08:00:00,0.74,411,413,1748.4,Rail,Fog,22.8,Low,1
1594,2023-03-08 09:00:00,0.61,4517,275,641.9,Road,Clear,52.3,Low,0
1595,2023-03-08 10:00:00,0.88,182,431,1445.8,Sea,Fog,12.3,Low,0
1596,2023-03-08 11:00:00,0.78,3870,237,1053.2,Sea,Storm,4.7,Low,0
1597,2023-03-08 12:00:00,0.74,1496,101,451.5,Sea,Rain,25.9,Medium,0
1598,2023-03-08 13:00:00,0.95,1197,439,26.6,Road,Fog,27.3,Medium,0
1599,2023-03-08 14:00:00,0.99,2685,205,1618.8,Road,Rain,34.7,Medium,0
1600,2023-03-08 15:00:00,0.78,3047,449,1249.8,Sea,Fog,48.1,High,0
1601,2023-03-08 16:00:00,0.72,259,120,1692.7,Sea,Rain,53.5,Low,1
1602,2023-03-08 17:00:00,0.84,1203,304,127.5,Road,Clear,27.2,High,0
1603,2023-03-08 18:00:00,0.76,1671,440,651.6,Air,Rain,46.3,Medium,0
1604,2023-03-08 19:00:00,0.96,2547,258,492.1,Road,Clear,35.6,Medium,0
1605,2023-03-08 20:00:00,0.72,848,392,151.5,Road,Fog,1.7,Medium,0
1606,2023-03-08 21:00:00,0.65,454,11,426.8,Rail,Rain,63.6,Medium,0
1607,2023-03-08 22:00:00,0.61,2584,145,803.4,Air,Fog,41.7,Medium,0
1608,2023-03-08 23:00:00,0.67,2280,322,761.9,Rail,Clear,32.0,Low,0
1609,2023-03-09 00:00:00,0.64,303,22,1166.3,Rail,Clear,32.4,Medium,1
1610,2023-03-09 01:00:00,0.96,1821,377,113.3,Sea,Fog,33.7,Medium,1
1611,2023-03-09 02:00:00,0.87,2987,439,949.0,Air,Clear,40.8,Medium,1
1612,2023-03-09 03:00:00,0.83,1499,442,310.9,Rail,Rain,19.3,Low,0
1613,2023-03-09 04:00:00,0.98,4320,457,924.6,Road,Rain,45.7,Low,0
1614,2023-03-09 05:00:00,0.85,1443,219,315.3,Air,Rain,54.1,High,0
1615,2023-03-09 06:00:00,0.88,1088,134,517.7,Sea,Rain,24.0,Low,1
1616,2023-03-09 07:00:00,0.66,1503,424,28.3,Road,Clear,19.0,High,0
1617,2023-03-09 08:00:00,0.72,659,493,1340.5,Sea,Rain,43.8,Medium,0
1618,2023-03-09 09:00:00,0.85,4776,78,577.7,Road,Rain,61.3,High,0
1619,2023-03-09 10:00:00,0.93,4273,186,83.9,Rail,Clear,26.1,Medium,0
1620,2023-03-09 11:00:00,0.71,440,179,762.4,Air,Fog,70.6,High,0
1621,2023-03-09 12:00:00,0.78,1683,410,807.8,Sea,Clear,41.9,High,0
1622,2023-03-09 13:00:00,0.71,392,420,1871.1,Air,Storm,20.9,Low,1
1623,2023-03-09 14:00:00,0.72,3527,389,1159.0,Rail,Rain,23.7,Low,0
1624,2023-03-09 15:00:00,0.83,2095,254,150.4,Air,Fog,37.0,Low,0
1625,2023-03-09 16:00:00,0.97,1673,72,7.2,Air,Fog,29.6,Low,0
1626,2023-03-09 17:00:00,0.99,3267,101,1426.2,Road,Storm,40.7,Medium,0
1627,2023-03-09 18:00:00,0.83,1531,290,887.7,Rail,Clear,3.0,Low,1
1628,2023-03-09 19:00:00,0.61,4532,255,1966.3,Sea,Storm,63.4,Low,0
1629,2023-03-09 20:00:00,0.71,1578,140,1610.1,Sea,Storm,59.4,Low,1
1630,2023-03-09 21:00:00,0.86,2459,495,505.8,Sea,Clear,44.1,High,0
1631,2023-03-09 22:00:00,0.97,2903,246,1481.6,Sea,Rain,25.1,High,1
1632,2023-03-09 23:00:00,0.66,1419,479,1232.0,Air,Rain,70.6,Medium,1
1633,2023-03-10 00:00:00,0.93,2657,104,1262.4,Sea,Clear,62.9,High,1
1634,2023-03-10 01:00:00,0.95,1572,274,1688.1,Rail,Clear,46.6,Low,0
1635,2023-03-10 02:00:00,0.64,2754,9,907.9,Air,Clear,35.8,Low,0
1636,2023-03-10 03:00:00,0.96,2875,362,37.1,Rail,Fog,22.8,Medium,1
1637,2023-03-10 04:00:00,0.84,2616,82,1056.4,Rail,Rain,13.1,Low,0
1638,2023-03-10 05:00:00,0.94,2807,142,1315.8,Air,Storm,20.7,High,0
1639,2023-03-10 06:00:00,0.87,3989,384,147.4,Rail,Fog,2.8,High,1
1640,2023-03-10 07:00:00,0.87,1971,142,280.3,Rail,Rain,68.3,High,1
1641,2023-03-10 08:00:00,0.95,2289,453,1817.8,Air,Clear,54.4,Medium,0
1642,2023-03-10 09:00:00,0.91,3074,173,1794.4,Sea,Clear,25.2,Medium,0
1643,2023-03-10 10:00:00,0.76,1333,488,341.6,Air,Clear,30.5,Low,0
1644,2023-03-10 11:00:00,0.75,4680,35,1677.7,Sea,Clear,59.5,High,0
1645,2023-03-10 12:00:00,0.99,1577,7,1804.7,Rail,Rain,12.7,High,0
1646,2023-03-10 13:00:00,0.71,1817,293,251.4,Air,Storm,39.9,Low,1
1647,2023-03-10 14:00:00,0.75,2126,228,1794.5,Rail,Storm,9.9,Medium,1
1648,2023-03-10 15:00:00,0.66,1762,243,1753.7,Road,Clear,35.3,Medium,0
1649,2023-03-10 16:00:00,0.74,1797,11,1456.6,Sea,Rain,24.7,Medium,0
1650,2023-03-10 17:00:00,0.83,4700,201,1010.6,Road,Rain,50.0,Low,1
1651,2023-03-10 18:00:00,0.68,3016,274,190.2,Sea,Fog,18.8,High,1
1652,2023-03-10 19:00:00,0.77,3873,62,363.7,Rail,Clear,54.3,Medium,1
1653,2023-03-10 20:00:00,0.84,4350,459,1914.6,Sea,Clear,16.4,High,0
1654,2023-03-10 21:00:00,0.75,3269,246,1028.8,Air,Fog,47.2,High,0
1655,2023-03-10 22:00:00,0.9,726,222,938.0,Sea,Clear,52.5,Low,0
1656,2023-03-10 23:00:00,0.81,3514,11,1953.6,Rail,Fog,52.1,High,1
1657,2023-03-11 00:00:00,0.73,1781,159,1025.3,Road,Rain,1.7,High,0
1658,2023-03-11 01:00:00,0.89,4660,221,201.0,Road,Storm,46.6,Low,1
1659,2023-03-11 02:00:00,0.82,1587,357,702.2,Road,Fog,12.5,Medium,0
1660,2023-03-11 03:00:00,0.78,4556,121,1584.3,Rail,Clear,23.8,Low,0
1661,2023-03-11 04:00:00,0.66,2137,333,691.3,Road,Rain,42.0,Low,1
1662,2023-03-11 05:00:00,0.99,4972,146,943.0,Air,Fog,32.0,Medium,1
1663,2023-03-11 06:00:00,0.67,916,106,1459.9,Sea,Fog,62.8,Low,0
1664,2023-03-11 07:00:00,0.75,1750,457,1335.9,Sea,Storm,6.5,Medium,1
1665,2023-03-11 08:00:00,0.83,2347,490,428.1,Sea,Storm,25.7,Medium,0
1666,2023-03-11 09:00:00,0.97,4342,279,874.8,Sea,Clear,34.1,Medium,0
1667,2023-03-11 10:00:00,0.72,4307,352,616.4,Sea,Fog,22.9,Medium,0
1668,2023-03-11 11:00:00,0.65,568,281,1050.6,Air,Storm,66.7,High,0
1669,2023-03-11 12:00:00,0.88,2490,353,555.0,Rail,Fog,23.1,High,0
1670,2023-03-11 13:00:00,0.98,1154,199,621.3,Air,Clear,67.1,High,0
1671,2023-03-11 14:00:00,0.78,1640,283,1625.0,Road,Clear,22.5,Low,0
1672,2023-03-11 15:00:00,1.0,4436,64,691.6,Rail,Clear,21.8,Low,1
1673,2023-03-11 16:00:00,0.73,4515,20,1312.7,Sea,Fog,67.6,Low,1
1674,2023-03-11 17:00:00,0.95,2529,426,1175.6,Rail,Clear,66.8,High,0
1675,2023-03-11 18:00:00,0.6,1655,441,1429.1,Sea,Clear,27.9,Low,0
1676,2023-03-11 19:00:00,0.87,1570,248,1892.9,Rail,Clear,16.8,Medium,0
1677,2023-03-11 20:00:00,0.95,266,350,1448.5,Road,Storm,27.7,High,0
1678,2023-03-11 21:00:00,0.71,3946,63,372.6,Road,Storm,30.2,High,0
1679,2023-03-11 22:00:00,0.94,1038,63,1578.8,Sea,Clear,65.0,High,0
1680,2023-03-11 23:00:00,0.84,1682,32,1286.6,Rail,Storm,36.2,Low,0
1681,2023-03-12 00:00:00,0.73,781,136,490.1,Air,Clear,26.2,High,0
1682,2023-03-12 01:00:00,0.62,1943,75,1262.2,Rail,Clear,42.8,Medium,0
1683,2023-03-12 02:00:00,0.86,607,409,542.6,Road,Storm,51.9,Low,0
1684,2023-03-12 03:00:00,0.75,2202,476,1671.2,Sea,Rain,8.0,High,1
1685,2023-03-12 04:00:00,0.82,3101,327,715.0,Rail,Fog,61.6,High,1
1686,2023-03-12 05:00:00,0.68,3082,20,1992.0,Road,Rain,13.3,Low,0
1687,2023-03-12 06:00:00,0.61,3092,402,874.6,Road,Fog,36.0,Low,0
1688,2023-03-12 07:00:00,0.64,4230,400,1282.3,Road,Rain,67.4,High,0
1689,2023-03-12 08:00:00,0.86,930,146,1397.7,Sea,Storm,10.3,High,0
1690,2023-03-12 09:00:00,0.65,4835,81,1010.6,Road,Storm,42.0,Medium,1
1691,2023-03-12 10:00:00,0.72,4738,196,1026.0,Road,Fog,68.7,Low,0
1692,2023-03-12 11:00:00,0.84,1378,430,1458.9,Road,Storm,28.6,Low,0
1693,2023-03-12 12:00:00,0.71,1740,88,1558.2,Sea,Storm,53.4,Medium,0
1694,2023-03-12 13:00:00,0.79,2889,187,1521.8,Road,Fog,16.8,High,0
1695,2023-03-12 14:00:00,0.76,232,327,376.8,Road,Storm,9.4,Medium,0
1696,2023-03-12 15:00:00,0.91,1406,371,1645.7,Road,Clear,7.7,Medium,0
1697,2023-03-12 16:00:00,0.76,154,160,1227.2,Road,Fog,15.2,Medium,0
1698,2023-03-12 17:00:00,0.71,2341,184,630.0,Rail,Storm,49.4,High,0
1699,2023-03-12 18:00:00,0.99,3826,188,772.2,Sea,Storm,39.6,Medium,0
1700,2023-03-12 19:00:00,0.67,4022,249,1833.3,Rail,Fog,54.9,High,0
1701,2023-03-12 20:00:00,0.86,3348,91,102.4,Rail,Fog,5.5,High,0
1702,2023-03-12 21:00:00,0.85,445,438,1151.0,Air,Rain,11.4,High,0
1703,2023-03-12 22:00:00,0.74,1930,451,500.5,Rail,Fog,9.7,Low,1
1704,2023-03-12 23:00:00,0.9,4844,77,543.9,Road,Fog,45.1,High,0
1705,2023-03-13 00:00:00,0.9,1627,259,704.6,Rail,Rain,23.5,Low,0
